,yearbuilt,assesstot,longitude,latitude,Cluster
788431,1929.0,81214650.0,-73.9766772,40.7512194,0
788434,1981.0,219767400.0,-73.97304190000001,40.7621042,3
788438,1929.0,118168650.0,-73.9788424,40.752144799999996,0
788442,1964.0,56641050.0,-73.97147509999999,40.7539218,3
788530,1963.0,430168050.0,-73.97888309999999,40.760472299999996,3
788531,1982.0,257123700.0,-73.9744757,40.7602573,3
788855,2000.0,25183797.0,-73.9558167,40.771689,2
789084,2016.0,20628000.0,-73.9909595,40.746470200000005,2
789104,1981.0,32658750.0,-73.9805703,40.7429639,3
789121,1963.0,70072650.0,-73.97974029999999,40.7666756,3
789174,1980.0,21109050.0,-73.95197579999999,40.780989399999996,3
789511,2009.0,31135950.0,-73.959373,40.7597425,2
789919,1970.0,17511750.0,-73.97698790000001,40.7399467,3
792735,1940.0,44400600.0,-73.981177,40.7673099,0
792855,1986.0,33116579.0,-73.97565159999999,40.7823226,3
792861,1975.0,11106000.0,-73.9564616,40.7682995,3
794185,2006.0,28844559.0,-73.96760090000001,40.75669570000001,2
794187,1986.0,108639450.0,-73.9687771,40.757884499999996,3
794277,2019.0,10211850.0,-73.96016359999999,40.7413859,2
794340,2006.0,26347972.0,-73.96694409999999,40.756393599999996,2
794349,1975.0,73449900.0,-73.965301,40.758018,3
794350,1983.0,43946642.0,-73.97206059999999,40.795230200000006,3
794489,1926.0,122249250.0,-73.99117209999999,40.7491464,0
794491,1972.0,310134600.0,-73.9923737,40.7512626,3
794493,2013.0,81313650.0,-74.0036093,40.7518475,2
794509,2015.0,41775884.0,-73.9830688,40.7524199,2
794512,2017.0,5056200.0,-73.9800627,40.750887899999995,2
794519,1953.0,66463650.0,-73.9784207,40.7503304,3
794520,1970.0,64347300.0,-73.97595240000001,40.7493583,3
794522,1977.0,51786000.0,-73.9796401,40.7402464,3
794526,1975.0,96582600.0,-73.9782398,40.7405865,3
794529,2009.0,164799460.0,-73.97900059999999,40.765500700000004,2
794540,1987.0,81318150.0,-73.9825528,40.7659734,3
794543,1983.0,29122655.0,-73.9805937,40.77424570000001,3
794546,2013.0,163483650.0,-73.9929671,40.7714311,2
794586,1967.0,113108400.0,-73.96790340000001,40.758298700000005,3
794587,1971.0,301503600.0,-73.982848,40.754824299999996,3
794590,1957.0,168595200.0,-73.97166209999999,40.7640362,3
794617,1986.0,17005959.0,-73.9631839,40.7613467,3
794639,1985.0,44764256.0,-73.9487897,40.7828517,3
794641,1970.0,37652400.0,-73.9518333,40.7783846,3
795291,1970.0,426956861.0,-73.9816122,40.7599705,3
795303,1987.0,267936297.0,-73.9855071,40.7599766,3
795304,2006.0,46178108.0,-73.98744190000001,40.759847799999996,2
795366,1928.0,54700650.0,-74.0112385,40.7046838,0
795370,1932.0,506311200.0,-73.97858740000001,40.75953079999999,0
795375,1978.0,380847236.0,-73.97003659999999,40.7583981,3
795411,1988.0,140302338.0,-73.9892147,40.7346429,3
795412,1986.0,25298991.0,-73.9817517,40.7515881,3
795417,1987.0,29274788.0,-73.98089329999999,40.7620454,3
795428,1983.0,30574800.0,-73.9649098,40.7604799,3
795440,1982.0,35651686.0,-73.97067709999999,40.763028600000005,3
796477,1969.0,176604299.0,-74.01202070000001,40.702153100000004,3
796480,1931.0,3935250.0,-74.00885090000001,40.7051314,0
796486,1986.0,193659300.0,-74.01588259999998,40.714032,3
796487,1987.0,306092700.0,-74.015305,40.71245379999999,3
796746,2020.0,44037000.0,-74.00498809999999,40.7532335,2
796758,2020.0,8390700.0,-74.0047571,40.753401000000004,2
796815,2015.0,108867150.0,-73.9855843,40.753375399999996,2
796831,1990.0,144682746.0,-73.9833363,40.750811600000006,3
796832,2001.0,49020934.0,-73.9857073,40.7519702,2
796841,1902.0,127350900.0,-73.982477,40.752049299999996,0
796850,2005.0,10857600.0,-73.98339449999999,40.7490604,2
796908,1963.0,103240800.0,-73.9750755,40.748949100000004,3
796909,1974.0,40741650.0,-73.9756836,40.7442859,3
796960,2005.0,74141100.0,-73.9816954,40.7724344,2
796961,1960.0,94049991.0,-73.98162049999999,40.7691078,3
796962,1974.0,27983250.0,-73.98313279999999,40.7707301,3
796966,1986.0,7947002.0,-73.979901,40.772642700000006,3
796987,2019.0,1030950.0,-73.9800237,40.7726949,2
797007,1985.0,10627215.0,-73.982637,40.7752753,3
797046,1927.0,26757450.0,-73.9810035,40.780652,0
797144,1917.0,15012450.0,-73.9791599,40.75245220000001,0
797152,1957.0,106938900.0,-73.9710356,40.7604294,3
797155,1966.0,67724550.0,-73.96996120000001,40.757558200000005,3
797162,1960.0,90886500.0,-73.9725233,40.750392299999994,3
797168,1980.0,35058600.0,-73.9714064,40.754218200000004,3
797171,1980.0,59459850.0,-73.9705397,40.7553872,3
797185,2012.0,14178600.0,-73.9694382,40.7566495,2
797187,1982.0,107022150.0,-73.96919609999999,40.757217600000004,3
797190,1977.0,37657800.0,-73.96679540000001,40.757848200000005,3
797191,1970.0,232600500.0,-73.967589,40.7589628,3
797214,1977.0,13723650.0,-73.9692385,40.751335600000004,3
797226,1968.0,55290150.0,-73.96460350000001,40.7594835,3
797235,2015.0,27045902.0,-73.9550947,40.7556018,2
797356,1969.0,14616000.0,-73.9641358,40.7700917,3
797400,1987.0,18507156.0,-73.96123270000001,40.7770542,3
797446,1972.0,35109900.0,-73.95559759999999,40.780796,3
797455,1973.0,10975050.0,-73.9562548,40.7808703,3
797521,1989.0,9305552.0,-73.9475979,40.782974700000004,3
798774,1927.0,43590600.0,-73.9725428,40.7643081,0
799237,1967.0,45891000.0,-73.95473249999999,40.7786685,3
799474,1992.0,18192600.0,-73.9871575,40.6995839,3
801109,1998.0,38525400.0,-74.01467149999999,40.71826179999999,2
801120,2012.0,9900000.0,-74.0049557,40.7058975,2
801313,1915.0,130661550.0,-74.0105213,40.7082192,0
801334,1987.0,72773104.0,-73.9635575,40.764775,3
801531,2009.0,96555155.0,-73.98082609999999,40.757184499999994,2
801535,1977.0,44412300.0,-73.96919559999999,40.7505095,3
802352,2014.0,10630800.0,-73.98577540000001,40.754424,2
802359,2006.0,14659200.0,-73.9930734,40.756387100000005,2
803166,2010.0,70494300.0,-73.9428573,40.7486796,2
806409,2012.0,22627350.0,-73.97847390000001,40.7645537,2
812615,1947.0,121568850.0,-73.9777173,40.7600494,0
817038,1969.0,97752150.0,-73.96312490000001,40.7570978,3
820517,0.0,900.0,,,1
820671,1990.0,47519097.0,-73.9550257,40.7668525,3
821001,1967.0,74340681.0,-73.97283829999999,40.7480017,3
821241,1929.0,55565100.0,-73.9798199,40.7541706,0
821244,1931.0,42410250.0,-73.97368540000001,40.7597302,0
824872,1985.0,9393743.0,-73.9713057,40.7533426,3
826139,2001.0,31880700.0,-73.9918728,40.744839899999995,2
826449,2017.0,0.0,,,2
828185,1969.0,204495300.0,-73.8283619,40.875012700000006,3
830237,2016.0,35993633.0,-74.0127686,40.7091027,2
833760,1969.0,8078400.0,-73.967338,40.7923552,3
833905,1979.0,55342800.0,-73.9604321,40.769316499999995,3
836009,1988.0,13691250.0,-73.96125759999998,40.7590652,3
836436,1948.0,55665900.0,,,0
836448,1987.0,68760900.0,,,3
836453,1990.0,172276200.0,,,3
836646,1956.0,231855300.0,-73.9541429,40.7644532,3
836900,2017.0,67132800.0,-73.96331090000001,40.720858899999996,2
836932,2005.0,32171886.0,-73.9835738,40.695049100000006,2
837137,2013.0,17749800.0,-73.98861579999999,40.755615500000005,2
837159,1971.0,31687200.0,-73.98075870000001,40.7529987,3
837314,2011.0,58383450.0,-73.9828853,40.6940773,2
839472,1977.0,31813200.0,-73.96639880000001,40.7569533,3
841008,2016.0,16098300.0,-73.9837804,40.690792,2
842007,1971.0,61022700.0,-73.97531690000001,40.75981289999999,3
845270,1970.0,66332250.0,-73.97955429999999,40.737748700000004,3
845334,1989.0,155332350.0,-74.01658559999998,40.712618299999995,3
845434,1999.0,37278000.0,-73.99173940000001,40.7436898,2
845489,1977.0,18780750.0,-73.98700579999999,40.7746583,3
848858,2019.0,1405800.0,-73.962891,40.710371,2
853646,2015.0,34887150.0,-73.9780993,40.76193789999999,2
853648,1966.0,81416700.0,-73.9777778,40.76257460000001,3
853929,2005.0,38836357.0,-73.98551390000002,40.7451275,2
855445,1977.0,31336650.0,-73.952651,40.77602720000001,3
