,bldgclass,bldgarea,officearea,retailarea,resarea,comarea,unitstotal,assesstot,longitude,latitude,Cluster
691788,D6,512815.0,0.0,6438.0,400140.0,8915.0,551.0,47529900.0,-73.9373285,40.7483831,0
691789,D6,519182.0,0.0,0.0,515849.0,0.0,673.0,55441800.0,-73.9384223,40.748101,0
693292,RM,175111.0,0.0,11342.0,163769.0,11342.0,157.0,27828466.0,-73.94814620000001,40.779129600000005,0
694232,D4,167448.0,0.0,7056.0,160392.0,7056.0,92.0,14997600.0,-74.0093816,40.70884229999999,0
694238,O4,281755.0,259055.0,21200.0,0.0,281755.0,27.0,21757950.0,-74.00912159999999,40.7064764,2
694265,O4,2224200.0,1745542.0,102171.0,0.0,2224200.0,16.0,192345750.0,-74.0091254,40.7077691,3
694276,RD,336447.0,13923.0,32008.0,290516.0,45931.0,325.0,31084721.0,-74.0077912,40.7111727,0
694280,O4,1141276.0,1141266.0,0.0,0.0,1141276.0,78.0,126668250.0,-74.01011740000001,40.7086501,1
694395,O4,1000000.0,1000000.0,0.0,0.0,1000000.0,1.0,81296550.0,-74.0049924,40.714719099999996,1
694515,O4,1092665.0,1089915.0,2750.0,0.0,1092665.0,65.0,143577000.0,-74.00463570000001,40.7200001,1
695825,D4,238923.0,0.0,11000.0,227923.0,11000.0,200.0,28465650.0,-73.9961934,40.7319068,0
697791,H1,252109.0,18880.0,15725.0,0.0,75989.0,1.0,31821300.0,-73.9873552,40.7412686,0
697792,O4,1159795.0,1035453.0,35709.0,0.0,1159795.0,32.0,112364100.0,-73.98558659999999,40.742745,1
697987,O4,686603.0,599473.0,87130.0,0.0,686603.0,201.0,83747700.0,-73.9867132,40.757221,2
698017,O4,217855.0,202355.0,15500.0,0.0,217855.0,74.0,27010800.0,-73.9856417,40.7549619,0
698184,D4,667517.0,15000.0,0.0,610517.0,15000.0,500.0,84025800.0,-73.9768487,40.7770749,0
698277,D4,490265.0,10000.0,0.0,480265.0,10000.0,146.0,57959100.0,-73.97518740000001,40.7780077,0
700068,O4,817095.0,786731.0,30364.0,0.0,817095.0,1.0,154740600.0,-73.9787457,40.7612271,1
700076,O4,685125.0,636077.0,17863.0,0.0,685125.0,7.0,159455250.0,-73.97350420000001,40.7614621,2
700093,O4,659122.0,646976.0,12136.0,0.0,659122.0,154.0,113013900.0,-73.981206,40.75391,2
700125,HS,143033.0,0.0,3745.0,0.0,3745.0,182.0,13366800.0,-73.9660902,40.753343900000004,0
704092,O4,293137.0,280165.0,12972.0,0.0,293137.0,1.0,29774250.0,-73.9910064,40.6933564,2
704110,O4,290440.0,274500.0,15940.0,0.0,290440.0,102.0,35740800.0,-73.99086209999999,40.6936089,2
704381,D4,180000.0,0.0,5850.0,174150.0,5850.0,109.0,11926800.0,-73.9916413,40.691877000000005,0
716025,O4,1079378.0,1059378.0,20000.0,0.0,1079378.0,70.0,270602100.0,-73.98688680000001,40.755519299999996,1
717710,RI,1259189.0,1136272.0,85433.0,0.0,1259189.0,57.0,282183312.0,-73.9897166,40.755928499999996,1
717756,O4,855000.0,827105.0,27895.0,0.0,855000.0,2.0,193329900.0,-73.98706709999999,40.7565705,1
718133,RM,1137013.0,0.0,479121.0,630886.0,506127.0,695.0,122122353.0,-73.9832108,40.690267600000006,2
718816,D4,244249.0,0.0,4717.0,239532.0,4717.0,111.0,28903500.0,-73.9472208,40.7803835,0
718970,D6,277260.0,0.0,2000.0,275260.0,2000.0,252.0,23811300.0,-73.98621390000001,40.7108812,0
719376,W1,177232.0,0.0,0.0,0.0,177232.0,1.0,22133700.0,-73.95683609999999,40.819826500000005,0
719386,O4,1100000.0,1060000.0,40000.0,0.0,1100000.0,4.0,237406950.0,-73.9875726,40.7558569,1
723127,O4,1636000.0,1636000.0,0.0,0.0,1636000.0,59.0,201779550.0,-74.0118748,40.7133325,3
723231,RM,626593.0,175408.0,81617.0,369568.0,257025.0,232.0,196055508.0,-73.9738937,40.762310299999996,0
723232,R4,413297.0,0.0,0.0,394067.0,19230.0,411.0,68910329.0,-73.9712296,40.7456902,0
725506,D4,211406.0,0.0,2000.0,204406.0,7000.0,162.0,22852800.0,-73.956624,40.7794844,0
728812,D7,311266.0,0.0,0.0,306903.0,0.0,346.0,36970650.0,-73.9571425,40.748043599999995,0
729374,O4,516710.0,509700.0,7000.0,0.0,516710.0,35.0,70830000.0,-73.9690943,40.758702500000005,2
730082,D8,259805.0,0.0,0.0,259805.0,0.0,284.0,21398400.0,-73.940463,40.746350899999996,0
730100,D6,142849.0,0.0,2807.0,140042.0,2807.0,169.0,11398500.0,-73.9417438,40.7467907,0
730226,O4,821165.0,677674.0,21322.0,0.0,699016.0,4.0,175204350.0,-73.9776537,40.7558198,2
730231,O4,1613847.0,1547373.0,22929.0,0.0,1613847.0,77.0,341739450.0,-73.9805325,40.7611643,3
730232,H1,1172021.0,0.0,2540.0,0.0,44775.0,13.0,127525950.0,-73.9814816,40.7623886,0
730262,H3,140559.0,,,,,1.0,8860050.0,-73.9704041,40.7600093,0
730425,D8,454538.0,57790.0,15718.0,353335.0,101203.0,398.0,67450500.0,-73.99077209999999,40.74491389999999,0
730607,RM,544302.0,3618.0,21043.0,456450.0,87852.0,362.0,86033134.0,-73.9876621,40.7789896,0
730608,RM,634695.0,1275.0,0.0,546626.0,88069.0,617.0,96508091.0,-73.98727559999999,40.7797499,0
732934,RM,610764.0,61709.0,14252.0,419528.0,191236.0,423.0,25108201.0,-73.82661759999999,40.7119125,0
733923,O9,1594289.0,1593089.0,1200.0,0.0,1594289.0,2.0,294033150.0,-74.0110031,40.72086420000001,3
735236,RM,405981.0,0.0,43384.0,317831.0,88150.0,374.0,47525403.0,-73.98573470000001,40.6916513,0
735397,RM,272113.0,4401.0,17143.0,230162.0,41951.0,222.0,40030827.0,-73.9552313,40.7778754,0
735405,RM,116577.0,25700.0,1200.0,89677.0,26900.0,127.0,18333917.0,-73.9861641,40.7420232,0
735412,RM,344914.0,97912.0,32638.0,214364.0,130550.0,222.0,30336750.0,-74.0064996,40.7079093,0
735414,RM,178063.0,0.0,6753.0,169874.0,8189.0,134.0,24796800.0,-73.9522534,40.7816894,0
735421,RM,212760.0,0.0,3441.0,209319.0,3441.0,163.0,38180708.0,-73.9489558,40.77814179999999,0
735433,RM,900766.0,20132.0,0.0,773169.0,127597.0,902.0,144737100.0,-74.0056775,40.7109698,0
735439,RM,276599.0,0.0,6030.0,96506.0,6030.0,69.0,39731854.0,-74.0069616,40.7111453,0
736101,RM,273186.0,17325.0,40139.0,206211.0,66975.0,197.0,24047686.0,-73.97772420000001,40.68551,0
736725,H2,59410.0,,,,,1.0,13348013.0,-74.0122375,40.7042007,0
736734,HB,74373.0,,,,,1.0,4635900.0,-74.0132985,40.7077632,0
736740,O4,1061286.0,1041265.0,20021.0,0.0,1061286.0,1.0,58438800.0,-74.0097348,40.7070143,1
738362,H2,80122.0,,,,,1.0,15932700.0,-73.991407,40.746975299999995,0
738468,D6,488474.0,2000.0,0.0,486474.0,2000.0,274.0,44429400.0,-73.9605446,40.7684053,0
743356,Z1,486065.0,0.0,0.0,0.0,486065.0,1.0,66251250.0,-74.00089100000001,40.7138876,0
744677,D8,440553.0,0.0,5531.0,341434.0,5531.0,485.0,52457850.0,-74.00737990000002,40.7098141,0
745122,D4,330828.0,0.0,3000.0,244353.0,70725.0,216.0,32955750.0,-73.96422779999999,40.76016679999999,0
745405,O4,2233692.0,2091937.0,29283.0,0.0,2233692.0,12.0,168615000.0,-74.0148688,40.7135353,3
745833,O4,365792.0,365792.0,0.0,0.0,365792.0,29.0,32042700.0,-74.0126809,40.703382700000006,2
745856,O4,234553.0,226803.0,7750.0,0.0,234553.0,34.0,14332950.0,-74.00475390000001,40.7078819,0
746197,D4,756400.0,0.0,0.0,756400.0,0.0,584.0,26246700.0,-73.9347093,40.820968900000004,0
746216,D1,837935.0,0.0,162304.0,675630.0,162305.0,606.0,9476550.0,-73.7522726,40.5941677,0
746236,D7,841470.0,0.0,1744.0,810791.0,24488.0,743.0,119664450.0,-73.9725368,40.743837799999994,0
746286,D6,1093567.0,0.0,0.0,974506.0,79132.0,1117.0,68457476.0,-73.9455096,40.744745,0
746379,D5,335114.0,0.0,1000.0,324514.0,10600.0,399.0,36770850.0,-74.01484959999999,40.7080732,0
746392,O4,1501878.0,1395264.0,44696.0,0.0,1501878.0,1.0,170964900.0,-74.0155571,40.710645,3
746407,O4,558327.0,553501.0,4826.0,0.0,558327.0,7.0,52173900.0,-74.00847990000001,40.7091224,2
746505,H2,171129.0,,,,,401.0,26330850.0,-73.98300440000001,40.7644995,0
746562,O4,600000.0,364790.0,3210.0,0.0,368000.0,14.0,63019800.0,-73.9695997,40.7508307,2
746569,H1,1028194.0,2300.0,33782.0,0.0,36082.0,13.0,98276400.0,-73.9763376,40.7520345,0
746585,D8,922828.0,0.0,4126.0,741138.0,181690.0,764.0,132838650.0,-73.9719411,40.744458,0
746644,RM,428589.0,1640.0,3110.0,423839.0,4750.0,545.0,82774385.0,-74.0164006,40.708471,0
746684,RM,837736.0,199250.0,0.0,638486.0,199250.0,395.0,211558718.0,-74.0028405,40.753266499999995,0
746857,RM,752143.0,15618.0,32173.0,601083.0,115881.0,374.0,140169158.0,-73.99090190000001,40.7721994,0
747703,RM,175694.0,0.0,750.0,158777.0,16917.0,210.0,26734375.0,-73.9525348,40.771904600000006,0
747742,RM,209853.0,0.0,24325.0,176792.0,33061.0,95.0,34183662.0,-73.96396850000001,40.7656781,0
747818,RM,176330.0,0.0,4300.0,172030.0,4300.0,222.0,25203612.0,-73.9483245,40.7819924,0
747976,RM,209555.0,0.0,31215.0,162207.0,47348.0,162.0,38265418.0,-73.9815537,40.7754947,0
748586,D7,63500.0,0.0,2000.0,61500.0,2000.0,50.0,2186550.0,-73.9469545,40.783874700000005,0
749134,D4,212832.0,0.0,0.0,212832.0,0.0,174.0,9514350.0,-73.9990223,40.7271365,0
749245,RM,200417.0,0.0,4843.0,195574.0,4843.0,237.0,31973449.0,-73.9736537,40.748539799999996,0
749356,D3,283000.0,0.0,0.0,283000.0,0.0,250.0,35815950.0,-73.95762890000002,40.7606696,0
749500,D4,988829.0,0.0,11169.0,1057628.0,84669.0,354.0,96587100.0,-73.96094740000001,40.7587357,0
749658,RM,538277.0,0.0,16041.0,488683.0,49594.0,705.0,107913604.0,-73.99658149999999,40.7622089,0
749787,RM,253970.0,0.0,26385.0,208862.0,45108.0,167.0,35794365.0,-73.9854093,40.777982,0
749798,RM,390682.0,0.0,39962.0,330434.0,60248.0,312.0,61197300.0,-73.98457940000002,40.7754046,0
749981,D4,418312.0,0.0,9500.0,408812.0,9500.0,811.0,35551350.0,-73.97087859999999,40.7479847,0
750183,I4,595492.0,88481.0,6245.0,346672.0,248820.0,535.0,97404300.0,-73.9541493,40.765682899999995,0
750779,D9,297425.0,49115.0,22631.0,212717.0,84708.0,216.0,9699300.0,-73.93543659999999,40.8012484,0
751362,D6,315710.0,858.0,232.0,273820.0,41890.0,385.0,38801250.0,-73.9463311,40.7777097,0
751812,D7,517910.0,0.0,15728.0,487582.0,30328.0,485.0,13145400.0,-73.9342099,40.8473892,0
751953,RB,1051990.0,1051990.0,0.0,0.0,1051990.0,26.0,97611759.0,-74.0106069,40.7022658,1
753928,RM,469540.0,0.0,31109.0,438431.0,31109.0,270.0,95711853.0,-73.965878,40.7590804,0
757205,O4,316150.0,312250.0,3900.0,0.0,316150.0,54.0,15700950.0,-74.0135976,40.7061465,2
757213,O4,447452.0,429554.0,17898.0,0.0,447452.0,87.0,28306350.0,-74.0134281,40.706344200000004,2
757257,D4,593599.0,0.0,18522.0,417734.0,175865.0,370.0,33119100.0,-73.99186759999999,40.6987774,0
757261,D4,450503.0,0.0,20822.0,410881.0,39622.0,306.0,22234050.0,-73.9921707,40.6976109,0
757276,HS,131921.0,,,,,1.0,18973350.0,-73.9927124,40.756535299999996,0
757286,H2,177000.0,,,,,1.0,23306400.0,-73.99179570000001,40.7558354,0
757289,H2,98674.0,0.0,7435.0,0.0,7435.0,320.0,17171100.0,-73.9926694,40.7538208,0
757409,D6,268989.0,0.0,13507.0,225000.0,43989.0,162.0,39113550.0,-73.9753386,40.7891157,0
762440,D7,259341.0,0.0,1331.0,258010.0,1331.0,303.0,10156050.0,-73.9608819,40.7349662,0
768682,D6,796048.0,0.0,10088.0,803949.0,10088.0,557.0,108901350.0,-73.971413,40.747403000000006,0
773862,D6,719945.0,0.0,9120.0,668081.0,51864.0,691.0,275400.0,-73.96117530000001,40.7392892,0
786506,D6,265181.0,22318.0,0.0,242862.0,22319.0,201.0,17325000.0,-73.98458240000001,40.7156706,0
786532,D7,207037.0,0.0,4121.0,200576.0,6461.0,211.0,15777450.0,-73.9458472,40.7822657,0
786535,O4,313200.0,307822.0,5378.0,0.0,313200.0,56.0,36698400.0,-73.96809379999999,40.760198100000004,2
787151,D6,339668.0,0.0,6523.0,333145.0,6523.0,444.0,3387150.0,-73.9607249,40.7381034,0
788190,D6,275731.0,0.0,1623.0,266032.0,1623.0,273.0,26671500.0,-73.9412533,40.7464034,0
788242,D3,137771.0,0.0,0.0,129371.0,8400.0,142.0,13535100.0,-73.9401208,40.7495566,0
788243,D6,475485.0,0.0,5878.0,477270.0,5878.0,451.0,39807900.0,-73.939713,40.749592,0
788398,H2,122859.0,,,,,1.0,21255300.0,-73.98658470000001,40.750394799999995,0
788401,O4,1984228.0,1911850.0,21061.0,0.0,1984228.0,109.0,398716650.0,-73.9823995,40.7586641,3
788402,RM,431567.0,0.0,11221.0,342316.0,89251.0,396.0,54444313.0,-73.9841668,40.7643323,0
788404,O9,1931978.0,1790512.0,24479.0,0.0,1900241.0,50.0,471046950.0,-73.97925409999999,40.76306339999999,3
788407,D6,395432.0,0.0,0.0,0.0,4937.0,147.0,42307650.0,-74.00688609999999,40.7482105,0
788431,O4,862071.0,812763.0,41913.0,0.0,862071.0,219.0,81214650.0,-73.9766772,40.7512194,1
788434,O4,999646.0,942054.0,42193.0,0.0,999646.0,80.0,219767400.0,-73.97304190000001,40.7621042,1
788438,O4,1150564.0,1122644.0,27920.0,0.0,1150564.0,363.0,118168650.0,-73.9788424,40.752144799999996,1
788442,O4,407767.0,381767.0,24000.0,0.0,407767.0,65.0,56641050.0,-73.97147509999999,40.7539218,2
788530,O4,1899211.0,1825329.0,72162.0,0.0,1899211.0,78.0,430168050.0,-73.97888309999999,40.760472299999996,3
788531,O4,1015287.0,891618.0,24948.0,0.0,916586.0,29.0,257123700.0,-73.9744757,40.7602573,1
788855,RM,184553.0,0.0,9444.0,162776.0,21777.0,88.0,25183797.0,-73.9558167,40.771689,0
789084,H2,145344.0,,,,,1.0,20628000.0,-73.9909595,40.746470200000005,0
789104,D6,273538.0,0.0,5355.0,243493.0,30045.0,284.0,32658750.0,-73.9805703,40.7429639,0
789121,D4,564196.0,11000.0,15000.0,488696.0,75500.0,314.0,70072650.0,-73.97974029999999,40.7666756,0
789174,D4,192445.0,0.0,6800.0,185645.0,6800.0,183.0,21109050.0,-73.95197579999999,40.780989399999996,0
789511,D8,283848.0,0.0,2500.0,255448.0,2500.0,210.0,31135950.0,-73.959373,40.7597425,0
789919,D3,218666.0,0.0,0.0,218666.0,0.0,225.0,17511750.0,-73.97698790000001,40.7399467,0
792735,D6,387428.0,17608.0,24354.0,345466.0,41962.0,321.0,44400600.0,-73.981177,40.7673099,0
792855,RX,172965.0,1796.0,11322.0,158320.0,14645.0,151.0,33116579.0,-73.97565159999999,40.7823226,0
792861,D4,102593.0,1500.0,0.0,101093.0,1500.0,139.0,11106000.0,-73.9564616,40.7682995,0
794185,RM,207858.0,0.0,7880.0,188470.0,19388.0,137.0,28844559.0,-73.96760090000001,40.75669570000001,0
794187,O4,554180.0,536149.0,8031.0,0.0,554180.0,1.0,108639450.0,-73.9687771,40.757884499999996,2
794277,D6,410239.0,7948.0,854.0,401437.0,8802.0,396.0,10211850.0,-73.96016359999999,40.7413859,0
794340,RM,187676.0,0.0,7110.0,164331.0,23345.0,86.0,26347972.0,-73.96694409999999,40.756393599999996,0
794349,D6,580480.0,17760.0,34222.0,438498.0,141982.0,448.0,73449900.0,-73.965301,40.758018,0
794350,RM,395377.0,0.0,47127.0,299339.0,96038.0,507.0,43946642.0,-73.97206059999999,40.795230200000006,0
794489,O4,1103075.0,1067075.0,36000.0,0.0,1103075.0,78.0,122249250.0,-73.99117209999999,40.7491464,1
794491,O4,2689635.0,2319046.0,216912.0,0.0,2689635.0,451.0,310134600.0,-73.9923737,40.7512626,3
794493,D8,715058.0,22560.0,21158.0,642548.0,72510.0,712.0,81313650.0,-74.0036093,40.7518475,0
794509,RM,184712.0,0.0,1424.0,85406.0,1424.0,59.0,41775884.0,-73.9830688,40.7524199,0
794512,H3,39964.0,,,,,96.0,5056200.0,-73.9800627,40.750887899999995,0
794519,O4,530900.0,488245.0,20525.0,0.0,530900.0,77.0,66463650.0,-73.9784207,40.7503304,2
794520,O4,493860.0,483860.0,10000.0,0.0,493860.0,56.0,64347300.0,-73.97595240000001,40.7493583,2
794522,D6,348386.0,0.0,8000.0,340386.0,8000.0,327.0,51786000.0,-73.9796401,40.7402464,0
794526,D6,829024.0,0.0,19550.0,809474.0,19550.0,902.0,96582600.0,-73.9782398,40.7405865,0
794529,RM,702619.0,0.0,5412.0,410464.0,20999.0,135.0,164799460.0,-73.97900059999999,40.765500700000004,0
794540,RM,729506.0,183723.0,7000.0,538783.0,190723.0,483.0,81318150.0,-73.9825528,40.7659734,0
794543,RM,218996.0,54365.0,8505.0,156126.0,62870.0,173.0,29122655.0,-73.9805937,40.77424570000001,0
794546,RM,632629.0,0.0,44202.0,538309.0,94320.0,712.0,163483650.0,-73.9929671,40.7714311,0
794586,O4,1321050.0,830757.0,0.0,0.0,1321050.0,10.0,113108400.0,-73.96790340000001,40.758298700000005,1
794587,O4,1517497.0,1417379.0,27138.0,0.0,1515117.0,62.0,301503600.0,-73.982848,40.754824299999996,3
794590,O4,449876.0,369478.0,76000.0,0.0,449876.0,33.0,168595200.0,-73.97166209999999,40.7640362,2
794617,RM,140493.0,14849.0,0.0,125644.0,14849.0,158.0,17005959.0,-73.9631839,40.7613467,0
794639,RM,389838.0,4410.0,21724.0,335615.0,54223.0,296.0,44764256.0,-73.9487897,40.7828517,0
794641,D4,363389.0,0.0,10000.0,353388.0,10001.0,261.0,37652400.0,-73.9518333,40.7783846,0
795291,RC,1793091.0,1771454.0,21637.0,0.0,1793091.0,56.0,426956861.0,-73.9816122,40.7599705,3
795303,RC,1028336.0,19625.0,1008711.0,0.0,1028336.0,42.0,267936297.0,-73.9855071,40.7599766,2
795304,RM,267396.0,2926.0,6183.0,235965.0,31431.0,221.0,46178108.0,-73.98744190000001,40.759847799999996,0
795366,O4,661283.0,646657.0,14626.0,0.0,661283.0,96.0,54700650.0,-74.0112385,40.7046838,2
795370,O4,2734038.0,1863699.0,322079.0,0.0,2734038.0,603.0,506311200.0,-73.97858740000001,40.75953079999999,3
795375,RC,1654020.0,1466024.0,149455.0,0.0,1654020.0,9.0,380847236.0,-73.97003659999999,40.7583981,3
795411,RM,1071822.0,466386.0,63105.0,471633.0,600189.0,696.0,140302338.0,-73.9892147,40.7346429,2
795412,RM,208968.0,63132.0,16899.0,128937.0,80031.0,185.0,25298991.0,-73.9817517,40.7515881,0
795417,RM,221937.0,42416.0,5032.0,174489.0,47448.0,111.0,29274788.0,-73.98089329999999,40.7620454,0
795428,D6,324212.0,0.0,26612.0,297600.0,26612.0,167.0,30574800.0,-73.9649098,40.7604799,0
795440,RM,190608.0,68974.0,0.0,121634.0,68974.0,57.0,35651686.0,-73.97067709999999,40.763028600000005,0
796477,RC,1888126.0,1848626.0,39500.0,0.0,1888126.0,52.0,176604299.0,-74.01202070000001,40.702153100000004,3
796480,O4,95325.0,91006.0,3844.0,0.0,95325.0,32.0,3935250.0,-74.00885090000001,40.7051314,0
796486,O4,2084079.0,1734387.0,78736.0,0.0,2084079.0,1.0,193659300.0,-74.01588259999998,40.714032,3
796487,O4,2267925.0,1999448.0,117790.0,0.0,2267925.0,1.0,306092700.0,-74.015305,40.71245379999999,3
796746,D7,940914.0,9100.0,12360.0,0.0,53200.0,938.0,44037000.0,-74.00498809999999,40.7532335,0
796758,D7,316939.0,1240.0,0.0,0.0,16052.0,278.0,8390700.0,-74.0047571,40.753401000000004,0
796815,O4,404413.0,397665.0,5553.0,0.0,403218.0,4.0,108867150.0,-73.9855843,40.753375399999996,2
796831,RC,608800.0,200587.0,43845.0,0.0,608800.0,58.0,144682746.0,-73.9833363,40.750811600000006,2
796832,RM,327019.0,37646.0,6515.0,260784.0,66235.0,376.0,49020934.0,-73.9857073,40.7519702,0
796841,O4,616352.0,592252.0,24100.0,0.0,616352.0,17.0,127350900.0,-73.982477,40.752049299999996,2
796850,RM,97000.0,0.0,4824.0,92176.0,4824.0,95.0,10857600.0,-73.98339449999999,40.7490604,0
796908,O4,898734.0,887434.0,11300.0,0.0,898734.0,40.0,103240800.0,-73.9750755,40.748949100000004,1
796909,D6,366200.0,13338.0,5970.0,300816.0,65384.0,370.0,40741650.0,-73.9756836,40.7442859,0
796960,D7,377564.0,0.0,100000.0,330000.0,130000.0,235.0,74141100.0,-73.9816954,40.7724344,0
796961,RM,521228.0,0.0,10578.0,350197.0,164432.0,342.0,94049991.0,-73.98162049999999,40.7691078,0
796962,D4,247113.0,1302.0,895.0,208567.0,38546.0,150.0,27983250.0,-73.98313279999999,40.7707301,0
796966,RM,55339.0,0.0,0.0,53535.0,1804.0,27.0,7947002.0,-73.979901,40.772642700000006,0
796987,D6,38353.0,0.0,0.0,33086.0,5267.0,128.0,1030950.0,-73.9800237,40.7726949,0
797007,RM,64717.0,1421.0,5044.0,58252.0,6465.0,79.0,10627215.0,-73.982637,40.7752753,0
797046,H3,249505.0,0.0,1640.0,37200.0,1640.0,67.0,26757450.0,-73.9810035,40.780652,0
797144,O4,138883.0,116449.0,22434.0,0.0,138883.0,96.0,15012450.0,-73.9791599,40.75245220000001,0
797152,O4,666996.0,541667.0,25663.0,0.0,584750.0,0.0,106938900.0,-73.9710356,40.7604294,2
797155,RC,373078.0,132909.0,24953.0,0.0,163466.0,4.0,67724550.0,-73.96996120000001,40.757558200000005,0
797162,O4,672462.0,648702.0,23760.0,0.0,672462.0,1.0,90886500.0,-73.9725233,40.750392299999994,2
797168,O4,286212.0,252324.0,0.0,0.0,252324.0,40.0,35058600.0,-73.9714064,40.754218200000004,2
797171,O4,597553.0,560753.0,35800.0,0.0,597553.0,64.0,59459850.0,-73.9705397,40.7553872,2
797185,H2,84420.0,,,,,207.0,14178600.0,-73.9694382,40.7566495,0
797187,O4,634175.0,604122.0,30053.0,0.0,634175.0,29.0,107022150.0,-73.96919609999999,40.757217600000004,2
797190,D4,406179.0,0.0,8090.0,362158.0,44021.0,450.0,37657800.0,-73.96679540000001,40.757848200000005,0
797191,O4,1323432.0,1211280.0,24633.0,0.0,1323432.0,55.0,232600500.0,-73.967589,40.7589628,1
797214,R4,101315.0,0.0,8179.0,93136.0,8179.0,166.0,13723650.0,-73.9692385,40.751335600000004,0
797226,D4,539027.0,0.0,15000.0,524027.0,15001.0,374.0,55290150.0,-73.96460350000001,40.7594835,0
797235,RD,266963.0,0.0,0.0,264588.0,2375.0,353.0,27045902.0,-73.9550947,40.7556018,0
797356,D4,115525.0,850.0,0.0,114675.0,850.0,29.0,14616000.0,-73.9641358,40.7700917,0
797400,RM,101390.0,0.0,10803.0,90587.0,10803.0,51.0,18507156.0,-73.96123270000001,40.7770542,0
797446,RM,436090.0,0.0,0.0,295573.0,140517.0,199.0,35109900.0,-73.95559759999999,40.780796,0
797455,D4,114000.0,2800.0,0.0,105200.0,8800.0,109.0,10975050.0,-73.9562548,40.7808703,0
797521,RC,97249.0,0.0,1542.0,0.0,11958.0,110.0,9305552.0,-73.9475979,40.782974700000004,0
798774,D4,314509.0,0.0,23682.0,267784.0,23682.0,175.0,43590600.0,-73.9725428,40.7643081,0
799237,D6,651162.0,0.0,58500.0,499287.0,151875.0,460.0,45891000.0,-73.95473249999999,40.7786685,0
799474,H8,363100.0,0.0,0.0,0.0,86353.0,1.0,18192600.0,-73.9871575,40.6995839,0
801109,D8,357000.0,0.0,1000.0,356000.0,1000.0,342.0,38525400.0,-74.01467149999999,40.71826179999999,0
801120,H2,70044.0,,,,,1.0,9900000.0,-74.0049557,40.7058975,0
801313,RB,1736513.0,1491815.0,0.0,0.0,1736513.0,2.0,130661550.0,-74.0105213,40.7082192,3
801334,RM,458574.0,118551.0,0.0,316423.0,142151.0,296.0,72773104.0,-73.9635575,40.764775,0
801531,RC,488441.0,459172.0,8103.0,0.0,488441.0,103.0,96555155.0,-73.98082609999999,40.757184499999994,2
801535,RC,586305.0,372861.0,5341.0,0.0,378202.0,40.0,44412300.0,-73.96919559999999,40.7505095,2
802352,H2,68470.0,,,,,1.0,10630800.0,-73.98577540000001,40.754424,0
802359,H3,74128.0,,,,,1.0,14659200.0,-73.9930734,40.756387100000005,0
803166,D6,731391.0,0.0,21942.0,660607.0,70784.0,711.0,70494300.0,-73.9428573,40.7486796,0
806409,H2,128433.0,,,,,1.0,22627350.0,-73.97847390000001,40.7645537,0
812615,O4,582428.0,544135.0,38293.0,0.0,582428.0,8.0,121568850.0,-73.9777173,40.7600494,2
817038,D4,967300.0,0.0,15000.0,855000.0,112300.0,636.0,97752150.0,-73.96312490000001,40.7570978,0
820517,Z9,0.0,,,,,0.0,900.0,,,0
820671,RM,319152.0,26872.0,0.0,271633.0,47519.0,200.0,47519097.0,-73.9550257,40.7668525,0
821001,RM,684088.0,0.0,9683.0,605018.0,79070.0,588.0,74340681.0,-73.97283829999999,40.7480017,0
821241,O4,408911.0,367456.0,17000.0,0.0,408911.0,57.0,55565100.0,-73.9798199,40.7541706,2
821244,O4,331020.0,323020.0,8000.0,0.0,331020.0,86.0,42410250.0,-73.97368540000001,40.7597302,2
824872,RM,53839.0,3562.0,0.0,50277.0,3562.0,49.0,9393743.0,-73.9713057,40.7533426,0
826139,D6,227896.0,0.0,22128.0,196030.0,31866.0,228.0,31880700.0,-73.9918728,40.744839899999995,0
826449,D6,407521.0,,,,,201.0,0.0,,,0
828185,D4,13540113.0,28000.0,0.0,13211398.0,328715.0,10948.0,204495300.0,-73.8283619,40.875012700000006,0
830237,D8,455815.0,0.0,16978.0,438837.0,16978.0,441.0,35993633.0,-74.0127686,40.7091027,0
833760,D1,308302.0,0.0,10755.0,296027.0,12275.0,250.0,8078400.0,-73.967338,40.7923552,0
833905,D6,395382.0,2560.0,12310.0,358112.0,37270.0,866.0,55342800.0,-73.9604321,40.769316499999995,0
836009,D4,129255.0,0.0,10000.0,119255.0,10000.0,76.0,13691250.0,-73.96125759999998,40.7590652,0
836436,P9,447870.0,0.0,0.0,115000.0,332870.0,351.0,55665900.0,,,0
836448,I4,504420.0,0.0,0.0,0.0,504420.0,0.0,68760900.0,,,0
836453,O4,916553.0,742326.0,3459.0,0.0,910427.0,1.0,172276200.0,,,1
836646,I9,2230742.0,0.0,0.0,0.0,2230742.0,1.0,231855300.0,-73.9541429,40.7644532,1
836900,D8,589750.0,0.0,0.0,512755.0,76995.0,554.0,67132800.0,-73.96331090000001,40.720858899999996,0
836932,RM,304647.0,0.0,4053.0,271856.0,32791.0,373.0,32171886.0,-73.9835738,40.695049100000006,0
837137,H2,141335.0,0.0,0.0,0.0,21114.0,1.0,17749800.0,-73.98861579999999,40.755615500000005,0
837159,O4,163763.0,153390.0,10353.0,0.0,163763.0,2.0,31687200.0,-73.98075870000001,40.7529987,0
837314,D7,629064.0,0.0,1800.0,413714.0,29000.0,632.0,58383450.0,-73.9828853,40.6940773,0
