,bldgclass,bldgarea,officearea,retailarea,resarea,comarea,unitstotal,assesstot,longitude,latitude,Cluster
164868,RM,201251.0,0.0,3904.0,186077.0,15174.0,218.0,30842562.0,-73.95679150000001,40.7661395,0
164875,RM,496240.0,5472.0,0.0,452258.0,43982.0,461.0,38732401.0,-73.98597640000001,40.7765466,0
164879,RM,213548.0,0.0,22397.0,173332.0,40216.0,171.0,30384917.0,-73.9789605,40.744020299999995,0
164882,RM,474430.0,0.0,16239.0,424030.0,50400.0,441.0,51803099.0,-73.9821859,40.6932373,0
164891,RM,217806.0,0.0,45713.0,172093.0,45713.0,80.0,37976407.0,-73.95752879999999,40.770506700000006,0
164898,RM,461169.0,0.0,32760.0,428409.0,32760.0,412.0,71506458.0,-74.0097349,40.707727899999995,0
164907,RM,508695.0,0.0,6793.0,463375.0,45320.0,555.0,92374669.0,-73.9922719,40.757872,0
164909,RM,417562.0,115604.0,47261.0,254697.0,162865.0,384.0,82530901.0,-73.989855,40.7477931,0
164923,RM,681188.0,0.0,17726.0,642383.0,38805.0,976.0,72936000.0,-73.9423493,40.7476693,0
164930,RM,968442.0,270200.0,25800.0,592442.0,376000.0,656.0,136530023.0,-73.9814068,40.7715149,2
164947,RM,188351.0,0.0,8645.0,179706.0,8645.0,260.0,39655785.0,-73.9862031,40.7456326,0
164948,RM,554579.0,8235.0,0.0,418374.0,136205.0,443.0,46261352.0,-73.9868427,40.7778505,0
164975,RM,810798.0,0.0,12030.0,557882.0,252916.0,400.0,91610606.0,-74.01058959999999,40.7065311,0
164983,RM,215384.0,0.0,15532.0,192373.0,23011.0,125.0,34110006.0,-73.967569,40.7555731,0
165032,RM,317446.0,0.0,5882.0,277351.0,40095.0,358.0,63764573.0,-73.98486020000001,40.747328700000004,0
165054,RM,116877.0,0.0,6400.0,110477.0,6400.0,74.0,25594222.0,-73.9836367,40.7474054,0
165056,RM,385502.0,0.0,11797.0,321847.0,63655.0,382.0,46581300.0,-73.9877972,40.770898100000004,0
165071,RM,199773.0,0.0,2530.0,197243.0,2530.0,134.0,34579346.0,-73.9849779,40.7695062,0
165090,RM,233098.0,6360.0,6362.0,194802.0,38296.0,237.0,32652648.0,-73.9826939,40.764686100000006,0
165138,RM,298408.0,77124.0,12488.0,208796.0,89612.0,91.0,31155222.0,-74.00695470000001,40.7142661,0
165163,RM,301475.0,0.0,7139.0,276388.0,25087.0,392.0,50956200.0,-74.0017036,40.7519848,0
165171,RM,124816.0,2444.0,3927.0,113589.0,11227.0,106.0,24530465.0,-73.96197420000001,40.7683646,0
165186,RM,109115.0,0.0,5870.0,98667.0,10448.0,171.0,10400216.0,-73.94152740000001,40.7466286,0
165231,O4,230139.0,223139.0,7000.0,0.0,230139.0,171.0,25753950.0,-74.0027994,40.7189434,0
165631,D8,350695.0,4000.0,0.0,0.0,4000.0,113.0,52586550.0,-73.9832251,40.776966200000004,0
165690,D9,268639.0,49114.0,8999.0,197564.0,71075.0,100.0,9774000.0,-73.9353713,40.8015311,0
169422,H2,201307.0,43279.0,16902.0,0.0,60181.0,349.0,31244400.0,-73.991031,40.7517923,0
169438,D8,160126.0,0.0,920.0,145918.0,14208.0,173.0,14914350.0,-73.9868304,40.7487644,0
169487,O4,408153.0,399153.0,9000.0,0.0,408153.0,42.0,42648300.0,-73.97204920000001,40.753479999999996,2
169774,O4,1835464.0,1725250.0,0.0,0.0,1809073.0,27.0,348648750.0,-74.0015773,40.7527011,3
177662,D7,336334.0,5920.0,5919.0,324495.0,11839.0,315.0,11339100.0,-73.9491704,40.8138289,0
178906,D6,402707.0,0.0,0.0,330102.0,72605.0,467.0,24313950.0,-73.98827370000001,40.7710986,0
199579,H1,138614.0,,,,,4.0,22449150.0,-73.9719865,40.7565953,0
199580,HS,147970.0,,,,,1.0,13761450.0,-73.9713947,40.7563371,0
199675,H1,274656.0,,,,,3.0,33238350.0,-73.9781136,40.7624347,0
199693,D9,466820.0,466820.0,0.0,0.0,466820.0,540.0,74338650.0,-74.01146240000001,40.706613399999995,2
199707,O4,370000.0,362072.0,7928.0,0.0,370000.0,0.0,52962750.0,-74.01165350000001,40.706272999999996,2
199714,O4,839749.0,814801.0,24948.0,0.0,839749.0,71.0,66271950.0,-74.0107629,40.7076263,1
199715,D8,431000.0,0.0,2198.0,384802.0,46198.0,289.0,32504850.0,-74.0081948,40.707363,0
199716,O4,400294.0,390294.0,10000.0,0.0,400294.0,69.0,31275450.0,-74.0131688,40.70808710000001,2
199722,D5,400531.0,0.0,12000.0,378531.0,22000.0,482.0,46988232.0,-74.0087752,40.7056282,0
199729,O4,281121.0,153972.0,0.0,0.0,281121.0,27.0,36254250.0,-74.01298129999999,40.708408299999995,0
199731,O4,309381.0,298081.0,11300.0,0.0,309381.0,60.0,27614700.0,-74.0130242,40.706854799999995,2
199733,O4,650740.0,633379.0,15361.0,0.0,650740.0,102.0,48196350.0,-74.01283670000001,40.7071046,2
199737,O4,974958.0,957364.0,17594.0,0.0,974958.0,0.0,90820350.0,-74.0119996,40.705312299999996,1
199741,H2,130054.0,0.0,6682.0,0.0,6682.0,318.0,17689050.0,-74.012664,40.7093333,0
199758,D8,531000.0,3000.0,12000.0,500000.0,31000.0,400.0,57694950.0,-74.00914399999999,40.7122184,0
199759,O4,480831.0,465331.0,15500.0,0.0,480831.0,146.0,30617550.0,-74.00865340000001,40.7119906,2
199762,D8,163340.0,0.0,1089.0,162251.0,1089.0,52.0,14684400.0,-74.0097935,40.713725200000006,0
199788,O4,1094861.0,1049861.0,3000.0,0.0,1052861.0,64.0,72030600.0,-74.00976429999999,40.710851500000004,1
199790,H1,383166.0,0.0,1000.0,0.0,7700.0,3.0,38121300.0,-74.010244,40.7111396,0
200094,O4,2216567.0,2216567.0,0.0,0.0,2216567.0,1.0,284506650.0,-73.9995885,40.7552291,3
200098,D7,315586.0,0.0,13219.0,223747.0,13219.0,180.0,32611950.0,-74.0024363,40.7524321,0
200107,D8,387468.0,0.0,7178.0,365290.0,22178.0,374.0,35354700.0,-74.0032989,40.752802700000004,0
