index_right,ntaname,Unnamed: 0.1,geometry
509,Turtle Bay-East Midtown,269445,POINT (-73.97045079999999 40.76034970000001)
510,Turtle Bay-East Midtown,269519,POINT (-73.97148079999999 40.749209)
511,Turtle Bay-East Midtown,269523,POINT (-73.9677016 40.7575576)
512,Turtle Bay-East Midtown,269537,POINT (-73.96854190000001 40.7513958)
513,Turtle Bay-East Midtown,269545,POINT (-73.9689248 40.750707)
514,Turtle Bay-East Midtown,269553,POINT (-73.9695596 40.7517008)
515,Upper East Side-Carnegie Hill,269776,POINT (-73.96439119999999 40.7651238)
516,Upper East Side-Carnegie Hill,269873,POINT (-73.9582887 40.7734658)
517,Lenox Hill-Roosevelt Island,270214,POINT (-73.95813199999998 40.7642818)
518,Lenox Hill-Roosevelt Island,270372,POINT (-73.9508903 40.7694446)
519,Yorkville,270604,POINT (-73.94971140000001 40.7816115)
520,Yorkville,270616,POINT (-73.95408570000002 40.774112)
521,Yorkville,270630,POINT (-73.95109090000003 40.7813596)
522,Yorkville,270829,POINT (-73.9516385 40.7732052)
523,East Harlem North,271691,POINT (-73.93615129999998 40.8017346)
524,East Harlem North,271769,POINT (-73.93663149999998 40.8019353)
525,Morningside Heights,272725,POINT (-73.9599017 40.8169072)
526,Central Harlem North-Polo Grounds,272734,POINT (-73.936261 40.8229267)
527,Morningside Heights,272735,POINT (-73.96034969999999 40.8168717)
528,Washington Heights South,273788,POINT (-73.9430278 40.8447809)
529,Washington Heights South,273819,POINT (-73.94332490000002 40.8439192)
530,West Concourse,275137,POINT (-73.92852090000002 40.8169881)
531,Van Cortlandt Village,282942,POINT (-73.8861876 40.8795554)
532,Pelham Parkway,292449,POINT (-73.84443329999998 40.8524439)
533,Pelham Bay-Country Club-City Island,293093,POINT (-73.8305146 40.8546722)
534,Williamsbridge-Olinville,300090,POINT (-73.8609397 40.8776339)
535,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,316469,POINT (-73.99083929999998 40.7022)
536,Brooklyn Heights-Cobble Hill,316598,POINT (-73.99126149999999 40.7003528)
537,Crown Heights South,327637,POINT (-73.9598184 40.6676559)
538,Fort Greene,341393,POINT (-73.9701642 40.682931)
539,Middle Village,465596,POINT (-73.8868092 40.7268284)
540,Turtle Bay-East Midtown,527178,POINT (-73.9742574 40.75525089999999)
541,Midtown-Midtown South,532273,POINT (-73.9775681 40.7649531)
542,SoHo-TriBeCa-Civic Center-Little Italy,588079,POINT (-74.0038165 40.7151364)
543,SoHo-TriBeCa-Civic Center-Little Italy,588083,POINT (-74.0045885 40.7155645)
544,Yorkville,588211,POINT (-73.9494689 40.7823113)
545,Turtle Bay-East Midtown,594547,POINT (-73.9733313 40.7515809)
546,Lincoln Square,594583,POINT (-73.9867177 40.7710874)
547,Norwood,595395,POINT (-73.8773741 40.8799937)
548,Turtle Bay-East Midtown,597179,POINT (-73.9710922 40.7547122)
549,Midtown-Midtown South,597218,POINT (-73.988125 40.7550692)
550,Midtown-Midtown South,598219,POINT (-73.9875377 40.7492454)
551,Hunters Point-Sunnyside-West Maspeth,598537,POINT (-73.9396359 40.7470064)
552,Queensbridge-Ravenswood-Long Island City,598781,POINT (-73.93620779999998 40.7502873)
553,Hunters Point-Sunnyside-West Maspeth,598920,POINT (-73.94230709999999 40.7505815)
554,Hunters Point-Sunnyside-West Maspeth,598955,POINT (-73.9386056 40.74894920000001)
555,Midtown-Midtown South,599269,POINT (-73.9817906 40.7543026)
556,Lenox Hill-Roosevelt Island,599367,POINT (-73.9600021 40.7699559)
557,Midtown-Midtown South,599833,POINT (-73.9825247 40.762913)
558,Midtown-Midtown South,599881,POINT (-73.98571170000002 40.74845139999999)
559,Midtown-Midtown South,599882,POINT (-73.9817958 40.7616942)
560,Midtown-Midtown South,599884,POINT (-73.98002700000001 40.761768)
561,Midtown-Midtown South,599887,POINT (-73.9835277 40.7648921)
562,Midtown-Midtown South,599899,POINT (-73.9807017 40.76287979999999)
563,Midtown-Midtown South,599903,POINT (-73.9833739 40.7592489)
564,Midtown-Midtown South,599905,POINT (-73.9833124 40.7597182)
565,Midtown-Midtown South,599909,POINT (-73.98046690000002 40.7634644)
566,Midtown-Midtown South,599913,POINT (-73.9820672 40.7593805)
567,Midtown-Midtown South,599916,POINT (-73.98581709999998 40.7618265)
568,Midtown-Midtown South,599921,POINT (-73.982843 40.7605196)
569,Midtown-Midtown South,599924,POINT (-73.9808815 40.76536110000001)
570,Midtown-Midtown South,599934,POINT (-73.9890053 40.7575423)
571,Midtown-Midtown South,599936,POINT (-73.975103 40.7622941)
572,Clinton,599938,POINT (-73.9859611 40.7636189)
573,Midtown-Midtown South,599939,POINT (-73.98227179999998 40.7635113)
574,Murray Hill-Kips Bay,599944,POINT (-73.9810694 40.7521095)
575,Lincoln Square,599948,POINT (-73.9804137 40.7725714)
576,Midtown-Midtown South,599959,POINT (-73.97940149999999 40.7533251)
577,Clinton,599960,POINT (-73.99151020000002 40.7582727)
578,Midtown-Midtown South,599967,POINT (-73.9732772 40.76043)
579,Turtle Bay-East Midtown,599970,POINT (-73.974237 40.7521301)
580,Midtown-Midtown South,599975,POINT (-73.9789816 40.7570771)
581,Midtown-Midtown South,599981,POINT (-73.9721327 40.76088529999999)
582,Murray Hill-Kips Bay,599984,POINT (-73.9789257 40.7513406)
583,Turtle Bay-East Midtown,599985,POINT (-73.9726656 40.7554619)
